Task_ID,Task_Date,Machine_ID,Operator_ID,Task_Type,Task_Area_sqm,Material_Type,Ground_Condition,Ground_Slope_deg,Site_Distance_km,Weather,Temperature_C,Crew_Size,Operator_Skill,Operator_Experience_Months,Machine_Age_yrs,Machine_Condition,Permit_Setup_Delay_min,Breakdown_Occurred,Estimated_Time_min,Actual_Time_min
T4018,2025-04-10 18:49:00,MCH106,OP2000,Demolition,382.8,Concrete,Normal,6.8,39.0,Sunny,30.5,8,Expert,85,9.3,Fair,12.4,Yes,571.9,840.8
T4019,2025-04-10 20:25:00,MCH106,OP2002,Earth_Excavation,120.9,Clay,Normal,5.3,15.3,Cloudy,26.8,3,Expert,182,9.3,Fair,14.3,No,145.5,202.3
T4020,2025-04-10 20:44:00,MCH104,OP2013,Paving,316.8,Mixed,Hard,7.4,24.9,Windy,18.0,6,Intermediate,36,1.6,Good,19.0,No,226.7,304.8
T4021,2025-04-10 21:20:00,MCH106,OP2008,Paving,213.8,Concrete,Normal,6.0,25.1,Windy,19.2,4,Beginner,14,9.3,Fair,2.9,No,146.5,330.5
T4022,2025-04-10 21:29:00,MCH104,OP2008,Compaction,289.6,Rock,Normal,7.7,21.0,Cloudy,16.7,4,Beginner,14,1.6,Good,10.8,No,140.7,274.0
T4023,2025-04-10 22:12:00,MCH104,OP2015,Compaction,45.7,Mixed,Hard,0.4,23.9,Rainy,30.0,2,Beginner,10,1.6,Good,8.3,No,19.7,80.4
T4024,2025-04-10 22:34:00,MCH106,OP2003,Grading,318.4,Concrete,Normal,3.4,39.5,Cloudy,36.2,2,Expert,188,9.3,Fair,0.2,No,250.9,362.3
T4025,2025-04-10 23:04:00,MCH104,OP2016,Paving,44.1,Clay,Rocky,3.6,38.2,Windy,18.6,6,Beginner,10,1.6,Good,12.6,No,31.2,122.6
T4026,2025-04-10 23:31:00,MCH106,OP2001,Material_Loading,289.2,Clay,Soft,4.0,3.0,Cloudy,26.0,2,Intermediate,44,9.3,Fair,0.1,No,182.6,221.5
T4027,2025-04-10 23:52:00,MCH103,OP2016,Material_Loading,274.8,Concrete,Hard,10.7,3.4,Foggy,38.2,6,Beginner,10,8.5,Fair,12.9,No,155.0,353.4
T4028,2025-04-11 01:27:00,MCH106,OP2004,Compaction,249.9,Mixed,Normal,1.0,32.7,Sunny,33.1,4,Expert,203,9.3,Fair,11.5,No,122.2,182.4
T4029,2025-04-11 01:40:00,MCH105,OP2008,Demolition,181.5,Soil,Normal,4.1,10.1,Cloudy,23.2,6,Beginner,14,11.7,Good,17.5,No,265.1,392.2
T4030,2025-04-11 03:16:00,MCH106,OP2014,Compaction,70.9,Rock,Normal,9.8,24.8,Cloudy,35.0,6,Intermediate,37,9.3,Fair,16.3,No,38.0,102.4
T4031,2025-04-11 03:30:00,MCH109,OP2016,Earth_Excavation,359.8,Soil,Normal,9.1,10.0,Sunny,22.9,7,Beginner,10,5.7,Fair,3.5,No,425.6,504.6
T4032,2025-04-11 03:34:00,MCH100,OP2018,Paving,307.2,Mixed,Normal,18.2,37.9,Sunny,29.2,6,Beginner,14,9.4,Good,18.3,No,207.5,334.3
T4033,2025-04-11 04:18:00,MCH105,OP2010,Paving,75.6,Soil,Normal,7.0,13.6,Sunny,23.5,8,Expert,148,11.7,Good,2.9,No,46.9,57.1
T4034,2025-04-11 05:05:00,MCH103,OP2007,Demolition,365.6,Rock,Soft,9.9,22.7,Sunny,27.8,6,Beginner,4,8.5,Fair,3.9,No,537.5,957.5
T4035,2025-04-11 05:43:00,MCH100,OP2019,Material_Loading,185.6,Mixed,Soft,12.8,3.7,Sunny,30.6,5,Intermediate,32,9.4,Good,5.9,No,118.9,117.0
T4036,2025-04-11 07:35:00,MCH101,OP2010,Trenching,91.1,Debris,Normal,8.8,16.9,Sunny,23.5,1,Expert,148,5.5,Poor,5.1,Yes,103.4,229.8
T4037,2025-04-11 07:48:00,MCH107,OP2011,Material_Loading,357.4,Mixed,Normal,4.6,5.4,Sunny,30.5,7,Expert,150,9.5,Good,5.9,No,214.4,192.0
T4038,2025-04-11 08:41:00,MCH109,OP2001,Trenching,59.0,Debris,Soft,0.9,28.7,Foggy,22.4,7,Intermediate,44,5.7,Fair,12.4,No,58.5,122.5
T4039,2025-04-11 10:32:00,MCH101,OP2015,Grading,20.4,Mixed,Normal,8.9,34.3,Rainy,27.8,7,Beginner,10,5.5,Poor,10.4,No,19.2,101.0
T4040,2025-04-11 10:46:00,MCH106,OP2019,Compaction,34.5,Mixed,Hard,4.6,6.6,Foggy,24.8,7,Intermediate,32,9.3,Fair,0.7,No,23.8,44.4
T4041,2025-04-11 11:04:00,MCH109,OP2015,Demolition,343.1,Rock,Soft,0.8,35.9,Sunny,32.5,6,Beginner,10,5.7,Fair,1.6,No,519.1,793.9
T4042,2025-04-11 11:44:00,MCH101,OP2010,Compaction,224.5,Rock,Hard,6.3,10.4,Sunny,18.0,1,Expert,148,5.5,Poor,9.3,No,106.3,196.8
T4043,2025-04-11 12:15:00,MCH109,OP2001,Paving,166.4,Concrete,Normal,5.8,11.0,Foggy,20.6,6,Intermediate,44,5.7,Fair,13.8,No,117.1,185.2
T4044,2025-04-11 13:50:00,MCH102,OP2011,Compaction,310.8,Concrete,Normal,0.8,7.5,Cloudy,14.7,7,Expert,150,10.4,Fair,17.0,No,157.0,214.1
T4045,2025-04-11 14:25:00,MCH107,OP2013,Paving,36.6,Mixed,Normal,5.2,31.9,Rainy,25.0,1,Intermediate,36,9.5,Good,9.9,No,21.9,90.0
T4046,2025-04-11 15:06:00,MCH101,OP2011,Grading,211.6,Concrete,Soft,5.7,13.1,Cloudy,31.2,7,Expert,150,5.5,Poor,14.3,No,169.3,264.4
T4047,2025-04-11 15:11:00,MCH104,OP2013,Grading,138.3,Mixed,Normal,5.9,13.2,Cloudy,28.2,1,Intermediate,36,1.6,Good,12.1,No,117.4,170.4
T4048,2025-04-11 15:15:00,MCH106,OP2011,Demolition,346.9,Soil,Soft,2.9,37.3,Sunny,38.4,4,Expert,150,9.3,Fair,17.5,No,518.3,453.3
T4049,2025-04-11 17:25:00,MCH102,OP2003,Material_Loading,195.3,Soil,Normal,8.6,3.5,Windy,31.3,1,Expert,188,10.4,Fair,10.9,No,124.5,159.2
T4050,2025-04-11 18:45:00,MCH100,OP2018,Demolition,150.1,Mixed,Soft,6.2,10.1,Sunny,28.3,8,Beginner,14,9.4,Good,11.0,No,234.6,334.3
T4051,2025-04-11 19:31:00,MCH102,OP2013,Earth_Excavation,307.3,Clay,Rocky,4.3,30.8,Cloudy,28.9,1,Intermediate,36,10.4,Fair,12.9,No,376.5,719.3
T4052,2025-04-11 21:01:00,MCH102,OP2019,Material_Loading,200.3,Debris,Soft,12.6,36.5,Windy,27.8,6,Intermediate,32,10.4,Fair,18.0,No,113.3,218.5
T4053,2025-04-11 21:18:00,MCH104,OP2005,Grading,226.6,Soil,Normal,5.2,1.7,Sunny,29.3,5,Beginner,5,1.6,Good,5.3,No,185.5,215.3
T4054,2025-04-11 21:41:00,MCH100,OP2018,Paving,271.6,Mixed,Hard,8.2,11.5,Cloudy,30.8,7,Beginner,14,9.4,Good,6.2,No,192.9,301.5
T4055,2025-04-11 23:00:00,MCH100,OP2010,Demolition,321.4,Concrete,Normal,3.2,24.3,Windy,26.2,6,Expert,148,9.4,Good,7.4,No,492.3,606.6
T4056,2025-04-11 23:07:00,MCH100,OP2011,Grading,238.0,Concrete,Hard,4.3,27.6,Sunny,19.4,4,Expert,150,9.4,Good,7.3,No,189.3,277.9
T4057,2025-04-12 00:02:00,MCH102,OP2003,Paving,36.6,Debris,Hard,6.0,26.0,Cloudy,19.7,1,Expert,188,10.4,Fair,3.1,No,21.7,69.0
T4058,2025-04-12 00:19:00,MCH100,OP2005,Material_Loading,48.1,Clay,Soft,4.6,8.5,Sunny,23.3,7,Beginner,5,9.4,Good,8.2,No,23.0,42.4
T4059,2025-04-12 00:42:00,MCH106,OP2013,Earth_Excavation,68.1,Rock,Soft,7.8,37.3,Cloudy,24.8,3,Intermediate,36,9.3,Fair,13.1,No,77.6,181.3
T4060,2025-04-12 01:54:00,MCH101,OP2012,Compaction,71.6,Rock,Normal,4.8,2.9,Sunny,37.9,1,Intermediate,23,5.5,Poor,11.1,No,35.1,76.0
T4061,2025-04-12 02:31:00,MCH105,OP2004,Demolition,84.6,Mixed,Normal,3.2,39.6,Cloudy,20.2,2,Expert,203,11.7,Good,17.3,No,125.1,197.2
T4062,2025-04-12 02:33:00,MCH106,OP2008,Trenching,41.3,Concrete,Soft,2.2,26.8,Rainy,21.7,2,Beginner,14,9.3,Fair,4.8,No,36.9,128.0
T4063,2025-04-12 05:58:00,MCH109,OP2014,Material_Loading,157.4,Concrete,Normal,3.3,31.7,Sunny,26.0,2,Intermediate,37,5.7,Fair,7.6,No,96.7,173.9
T4064,2025-04-12 06:17:00,MCH109,OP2018,Material_Loading,140.9,Rock,Normal,9.8,31.0,Sunny,25.4,7,Beginner,14,5.7,Fair,17.4,No,90.1,209.2
T4065,2025-04-12 07:48:00,MCH102,OP2006,Compaction,20.7,Soil,Hard,3.6,22.8,Cloudy,27.9,5,Intermediate,23,10.4,Fair,7.0,No,12.8,60.2
T4066,2025-04-12 10:53:00,MCH106,OP2009,Paving,315.7,Rock,Rocky,2.3,16.6,Sunny,24.0,1,Intermediate,37,9.3,Fair,6.6,No,227.2,425.1
T4067,2025-04-12 11:10:00,MCH105,OP2004,Trenching,319.3,Concrete,Normal,2.2,26.8,Rainy,22.2,4,Expert,203,11.7,Good,15.1,No,317.9,460.1
T4068,2025-04-12 14:48:00,MCH108,OP2013,Earth_Excavation,74.7,Mixed,Soft,10.5,16.2,Sunny,19.1,1,Intermediate,36,2.0,Fair,19.5,No,96.8,145.8
T4069,2025-04-12 14:55:00,MCH101,OP2011,Demolition,32.7,Clay,Hard,1.2,2.4,Sunny,24.1,2,Expert,150,5.5,Poor,1.7,No,51.2,59.4
T4070,2025-04-12 15:09:00,MCH109,OP2010,Earth_Excavation,211.1,Clay,Soft,4.9,27.1,Rainy,31.4,3,Expert,148,5.7,Fair,15.6,Yes,250.8,395.9
T4071,2025-04-12 15:31:00,MCH104,OP2000,Material_Loading,338.4,Debris,Soft,2.8,9.1,Sunny,28.9,1,Expert,85,1.6,Good,19.4,Yes,197.2,247.9
T4072,2025-04-12 15:58:00,MCH107,OP2014,Trenching,247.2,Soil,Soft,4.0,6.1,Sunny,25.8,2,Intermediate,37,9.5,Good,2.5,No,250.5,260.8
T4073,2025-04-12 17:14:00,MCH103,OP2013,Grading,88.1,Clay,Soft,8.6,24.5,Sunny,24.0,8,Intermediate,36,8.5,Fair,10.4,No,78.2,142.3
T4074,2025-04-12 17:14:00,MCH100,OP2004,Paving,369.6,Debris,Hard,8.5,9.8,Sunny,23.2,4,Expert,203,9.4,Good,14.9,No,255.6,317.9
T4075,2025-04-12 18:57:00,MCH102,OP2018,Demolition,173.9,Soil,Rocky,6.2,19.0,Foggy,27.4,1,Beginner,14,10.4,Fair,0.1,No,254.1,606.6
T4076,2025-04-12 19:53:00,MCH104,OP2002,Grading,347.1,Rock,Normal,5.2,13.4,Sunny,24.5,1,Expert,182,1.6,Good,17.8,No,270.0,337.6
T4077,2025-04-12 20:17:00,MCH104,OP2017,Material_Loading,204.5,Concrete,Rocky,2.5,8.7,Sunny,17.5,4,Intermediate,21,1.6,Good,3.4,No,118.9,174.7
T4078,2025-04-12 20:24:00,MCH104,OP2015,Demolition,262.5,Rock,Hard,19.0,29.8,Cloudy,25.7,6,Beginner,10,1.6,Good,1.1,No,396.3,785.0
T4079,2025-04-12 20:47:00,MCH100,OP2011,Material_Loading,264.5,Concrete,Rocky,7.9,9.7,Windy,38.9,7,Expert,150,9.4,Good,14.0,No,158.0,240.9
T4080,2025-04-12 23:42:00,MCH104,OP2008,Demolition,118.9,Soil,Normal,5.8,17.3,Rainy,30.0,8,Beginner,14,1.6,Good,18.8,No,181.2,267.1
T4081,2025-04-13 00:23:00,MCH100,OP2019,Material_Loading,284.2,Debris,Hard,4.7,32.8,Sunny,23.1,8,Intermediate,32,9.4,Good,3.4,No,160.8,208.8
T4082,2025-04-13 01:11:00,MCH103,OP2009,Demolition,86.8,Concrete,Normal,1.0,37.2,Sunny,36.1,5,Intermediate,37,8.5,Fair,18.1,No,133.7,239.4
T4083,2025-04-13 01:21:00,MCH102,OP2001,Earth_Excavation,122.6,Soil,Soft,6.3,15.8,Sunny,31.1,3,Intermediate,44,10.4,Fair,2.9,No,144.9,171.6
T4084,2025-04-13 02:44:00,MCH109,OP2007,Compaction,32.6,Rock,Normal,3.3,25.4,Sunny,27.4,3,Beginner,4,5.7,Fair,18.7,No,15.3,85.4
T4085,2025-04-13 03:26:00,MCH103,OP2004,Paving,353.7,Rock,Soft,3.5,14.9,Foggy,30.6,6,Expert,203,8.5,Fair,17.3,No,253.1,362.4
T4086,2025-04-13 03:30:00,MCH100,OP2015,Compaction,308.6,Debris,Normal,0.4,36.2,Cloudy,31.2,4,Beginner,10,9.4,Good,6.8,No,156.2,273.8
T4087,2025-04-13 03:50:00,MCH108,OP2004,Earth_Excavation,28.9,Clay,Hard,2.9,32.0,Foggy,19.6,2,Expert,203,2.0,Fair,9.0,No,32.2,99.2
T4088,2025-04-13 05:16:00,MCH106,OP2004,Grading,105.5,Mixed,Hard,11.0,18.4,Cloudy,26.8,4,Expert,203,9.3,Fair,12.0,Yes,79.7,192.0
T4089,2025-04-13 05:27:00,MCH100,OP2003,Material_Loading,130.9,Mixed,Rocky,3.8,17.5,Windy,32.1,3,Expert,188,9.4,Good,11.7,No,80.5,150.5
T4090,2025-04-13 06:53:00,MCH104,OP2018,Material_Loading,239.0,Soil,Normal,7.4,17.7,Cloudy,27.2,8,Beginner,14,1.6,Good,13.2,No,145.7,185.1
T4091,2025-04-13 07:03:00,MCH109,OP2004,Trenching,59.9,Concrete,Normal,7.7,26.2,Sunny,20.6,5,Expert,203,5.7,Fair,10.1,Yes,67.3,188.3
T4092,2025-04-13 08:05:00,MCH106,OP2010,Paving,196.5,Soil,Hard,1.5,31.4,Sunny,15.2,8,Expert,148,9.3,Fair,4.7,No,135.6,159.4
T4093,2025-04-13 08:13:00,MCH100,OP2002,Material_Loading,397.0,Clay,Hard,6.7,23.8,Sunny,28.2,6,Expert,182,9.4,Good,16.2,No,230.8,254.1
T4094,2025-04-13 08:15:00,MCH100,OP2019,Demolition,267.0,Concrete,Hard,5.2,25.1,Sunny,27.0,2,Intermediate,32,9.4,Good,18.9,No,398.2,707.5
T4095,2025-04-13 08:43:00,MCH103,OP2009,Compaction,78.4,Mixed,Hard,5.0,30.4,Rainy,22.1,4,Intermediate,37,8.5,Fair,18.5,No,40.5,126.1
T4096,2025-04-13 08:46:00,MCH104,OP2015,Demolition,157.9,Soil,Soft,7.0,23.2,Rainy,25.8,3,Beginner,10,1.6,Good,16.9,No,243.6,364.7
T4097,2025-04-13 09:09:00,MCH107,OP2010,Grading,296.5,Concrete,Normal,0.2,26.2,Sunny,28.9,2,Expert,148,9.5,Good,2.7,No,239.6,320.5
T4098,2025-04-13 10:55:00,MCH108,OP2001,Grading,71.8,Concrete,Normal,6.0,29.6,Sunny,18.4,6,Intermediate,44,2.0,Fair,18.3,No,60.9,151.8
T4099,2025-04-13 12:34:00,MCH106,OP2015,Paving,393.2,Soil,Normal,2.7,33.9,Sunny,22.6,5,Beginner,10,9.3,Fair,12.8,No,271.7,411.8
T4100,2025-04-13 14:20:00,MCH105,OP2013,Compaction,70.1,Rock,Normal,0.8,30.2,Windy,18.2,6,Intermediate,36,11.7,Good,0.6,No,27.9,86.1
T4101,2025-04-13 14:22:00,MCH107,OP2017,Trenching,213.7,Rock,Soft,1.4,32.5,Rainy,25.1,2,Intermediate,21,9.5,Good,12.4,No,213.9,393.6
T4102,2025-04-13 14:23:00,MCH105,OP2009,Earth_Excavation,384.5,Clay,Soft,1.1,22.2,Cloudy,32.4,7,Intermediate,37,11.7,Good,17.7,No,467.8,472.2
T4103,2025-04-13 14:40:00,MCH101,OP2013,Grading,396.6,Debris,Hard,2.2,35.1,Windy,39.9,1,Intermediate,36,5.5,Poor,12.5,No,310.0,593.0
T4104,2025-04-13 15:15:00,MCH106,OP2011,Grading,362.4,Soil,Rocky,8.0,8.8,Sunny,16.5,1,Expert,150,9.3,Fair,10.5,No,285.0,377.6
T4105,2025-04-13 15:55:00,MCH101,OP2006,Grading,325.5,Clay,Normal,2.3,12.5,Sunny,27.1,6,Intermediate,23,5.5,Poor,6.5,Yes,266.8,455.8
T4106,2025-04-13 17:09:00,MCH102,OP2011,Grading,68.6,Soil,Hard,7.2,31.8,Rainy,15.9,1,Expert,150,10.4,Fair,2.1,No,58.2,122.7
T4107,2025-04-13 19:04:00,MCH102,OP2002,Paving,134.7,Concrete,Soft,5.1,9.0,Sunny,24.3,3,Expert,182,10.4,Fair,17.0,No,97.4,140.3
T4108,2025-04-13 19:08:00,MCH108,OP2019,Paving,111.0,Concrete,Soft,4.2,29.8,Rainy,21.4,5,Intermediate,32,2.0,Fair,8.0,No,78.5,150.4
T4109,2025-04-13 19:45:00,MCH109,OP2015,Earth_Excavation,36.6,Rock,Hard,17.7,7.7,Sunny,28.1,7,Beginner,10,5.7,Fair,2.0,No,46.2,116.5
T4110,2025-04-13 20:29:00,MCH103,OP2010,Grading,175.4,Clay,Normal,1.3,28.7,Cloudy,29.5,5,Expert,148,8.5,Fair,7.5,No,139.3,193.5
T4111,2025-04-13 21:01:00,MCH105,OP2011,Paving,294.4,Mixed,Hard,3.5,36.0,Cloudy,25.3,2,Expert,150,11.7,Good,6.2,Yes,203.7,338.2
T4112,2025-04-13 22:52:00,MCH107,OP2018,Paving,297.7,Mixed,Soft,7.6,18.8,Foggy,11.0,4,Beginner,14,9.5,Good,19.7,No,213.3,400.2
T4113,2025-04-13 22:53:00,MCH109,OP2011,Compaction,300.7,Clay,Soft,3.6,7.9,Sunny,30.1,4,Expert,150,5.7,Fair,2.6,No,141.6,133.4
T4114,2025-04-13 23:32:00,MCH107,OP2018,Trenching,96.2,Debris,Rocky,3.3,21.3,Sunny,26.8,3,Beginner,14,9.5,Good,6.4,No,96.8,240.1
T4115,2025-04-14 01:25:00,MCH108,OP2003,Compaction,345.2,Soil,Rocky,3.9,25.0,Rainy,19.6,7,Expert,188,2.0,Fair,11.4,No,174.7,248.8
T4116,2025-04-14 02:10:00,MCH109,OP2009,Compaction,61.7,Clay,Normal,12.8,37.2,Rainy,20.6,4,Intermediate,37,5.7,Fair,6.5,Yes,20.3,128.5
T4117,2025-04-14 06:10:00,MCH106,OP2005,Material_Loading,384.1,Clay,Hard,5.4,6.5,Rainy,33.2,3,Beginner,5,9.3,Fair,13.5,No,234.6,518.4
T4118,2025-04-14 07:35:00,MCH106,OP2003,Earth_Excavation,262.7,Clay,Soft,10.9,9.7,Sunny,24.6,3,Expert,188,9.3,Fair,18.7,Yes,317.5,415.6
T4119,2025-04-14 08:02:00,MCH103,OP2000,Trenching,163.4,Soil,Normal,4.2,34.1,Sunny,19.0,6,Expert,85,8.5,Fair,15.3,No,168.6,223.5
T4120,2025-04-14 08:26:00,MCH107,OP2013,Trenching,28.4,Concrete,Soft,6.9,7.0,Rainy,24.2,7,Intermediate,36,9.5,Good,5.1,Yes,27.0,102.4
T4121,2025-04-14 11:41:00,MCH101,OP2008,Grading,328.7,Mixed,Normal,7.2,37.6,Windy,20.9,1,Beginner,14,5.5,Poor,2.8,No,265.6,533.7
T4122,2025-04-14 11:54:00,MCH106,OP2012,Paving,50.4,Rock,Rocky,14.7,23.8,Foggy,22.5,7,Intermediate,23,9.3,Fair,8.3,No,48.0,127.0
T4123,2025-04-14 12:00:00,MCH100,OP2015,Material_Loading,302.1,Clay,Soft,5.7,26.6,Cloudy,13.7,1,Beginner,10,9.4,Good,2.1,No,174.0,304.4
T4124,2025-04-14 12:03:00,MCH104,OP2003,Compaction,192.7,Rock,Normal,2.6,8.8,Cloudy,21.4,3,Expert,188,1.6,Good,3.0,No,94.5,123.7
T4125,2025-04-14 13:21:00,MCH108,OP2005,Compaction,337.1,Clay,Normal,4.1,14.6,Windy,33.2,5,Beginner,5,2.0,Fair,1.1,Yes,166.8,321.0
T4126,2025-04-14 14:19:00,MCH101,OP2015,Grading,55.5,Clay,Soft,4.2,14.8,Sunny,21.4,1,Beginner,10,5.5,Poor,8.1,No,43.8,112.7
T4127,2025-04-14 15:50:00,MCH105,OP2013,Demolition,122.1,Soil,Normal,4.9,20.4,Windy,22.8,3,Intermediate,36,11.7,Good,6.4,No,185.2,258.0
T4128,2025-04-14 16:00:00,MCH105,OP2003,Grading,240.2,Concrete,Hard,0.9,15.1,Rainy,35.8,3,Expert,188,11.7,Good,10.1,No,184.3,291.2
T4129,2025-04-14 16:01:00,MCH103,OP2004,Earth_Excavation,310.5,Soil,Rocky,5.0,15.0,Windy,22.2,2,Expert,203,8.5,Fair,2.9,No,378.6,553.6
T4130,2025-04-14 17:43:00,MCH107,OP2001,Paving,318.3,Soil,Rocky,1.5,17.6,Rainy,42.8,8,Intermediate,44,9.5,Good,4.9,No,221.2,307.0
T4131,2025-04-14 19:35:00,MCH108,OP2006,Material_Loading,225.9,Concrete,Hard,6.7,30.9,Windy,28.1,7,Intermediate,23,2.0,Fair,1.6,No,124.5,194.1
T4132,2025-04-14 20:41:00,MCH106,OP2002,Demolition,85.8,Soil,Soft,2.4,37.5,Cloudy,27.8,8,Expert,182,9.3,Fair,7.6,Yes,131.9,192.2
T4133,2025-04-14 20:44:00,MCH107,OP2008,Trenching,222.4,Mixed,Hard,3.8,6.1,Foggy,29.2,3,Beginner,14,9.5,Good,2.3,No,216.9,412.8
T4134,2025-04-14 22:08:00,MCH101,OP2001,Trenching,76.5,Mixed,Normal,8.1,14.7,Sunny,23.0,4,Intermediate,44,5.5,Poor,6.4,No,70.5,123.5
T4135,2025-04-14 23:10:00,MCH109,OP2015,Trenching,327.3,Rock,Normal,1.9,17.1,Rainy,24.3,6,Beginner,10,5.7,Fair,18.6,No,334.0,755.7
T4136,2025-04-14 23:22:00,MCH103,OP2012,Demolition,242.3,Concrete,Normal,3.0,8.3,Cloudy,22.3,7,Intermediate,23,8.5,Fair,6.2,No,363.2,515.4
T4137,2025-04-14 23:53:00,MCH107,OP2012,Material_Loading,206.6,Clay,Soft,10.1,7.8,Sunny,28.2,7,Intermediate,23,9.5,Good,7.1,No,122.9,129.2
T4138,2025-04-15 01:11:00,MCH105,OP2003,Trenching,277.4,Clay,Soft,9.2,13.0,Foggy,20.8,7,Expert,188,11.7,Good,5.8,No,276.4,301.8
T4139,2025-04-15 01:29:00,MCH101,OP2012,Paving,325.4,Debris,Normal,11.6,31.4,Sunny,20.3,1,Intermediate,23,5.5,Poor,17.6,No,225.7,433.8
T4140,2025-04-15 04:46:00,MCH108,OP2003,Paving,293.8,Mixed,Soft,3.4,3.9,Foggy,30.4,6,Expert,188,2.0,Fair,0.1,No,207.4,184.4
T4141,2025-04-15 07:22:00,MCH103,OP2003,Grading,108.4,Soil,Hard,8.2,36.2,Cloudy,27.8,1,Expert,188,8.5,Fair,10.2,No,82.5,154.7
T4142,2025-04-15 07:29:00,MCH108,OP2004,Grading,167.2,Clay,Normal,2.4,7.2,Cloudy,13.9,4,Expert,203,2.0,Fair,19.9,No,132.5,156.0
T4143,2025-04-15 07:42:00,MCH104,OP2007,Earth_Excavation,375.4,Debris,Normal,7.7,25.8,Rainy,31.8,4,Beginner,4,1.6,Good,13.6,No,448.1,758.4
T4144,2025-04-15 08:22:00,MCH100,OP2000,Earth_Excavation,318.8,Rock,Soft,15.0,19.8,Windy,31.5,4,Expert,85,9.4,Good,1.3,No,375.5,494.2
T4145,2025-04-15 10:41:00,MCH105,OP2012,Earth_Excavation,70.5,Concrete,Normal,0.8,24.1,Rainy,26.5,8,Intermediate,23,11.7,Good,19.4,No,86.2,186.1
T4146,2025-04-15 11:52:00,MCH100,OP2011,Compaction,38.0,Rock,Soft,3.7,25.2,Cloudy,25.1,5,Expert,150,9.4,Good,9.4,No,13.5,61.3
T4147,2025-04-15 12:30:00,MCH100,OP2018,Paving,162.3,Clay,Normal,14.1,29.1,Sunny,28.7,5,Beginner,14,9.4,Good,17.5,No,122.2,252.5
T4148,2025-04-15 17:12:00,MCH108,OP2016,Demolition,266.8,Concrete,Normal,1.5,15.8,Sunny,33.6,2,Beginner,10,2.0,Fair,15.8,No,398.2,679.2
T4149,2025-04-15 17:21:00,MCH104,OP2017,Paving,245.1,Clay,Hard,4.4,36.7,Sunny,28.2,2,Intermediate,21,1.6,Good,9.9,No,177.0,263.4
T4150,2025-04-15 18:35:00,MCH103,OP2012,Earth_Excavation,57.1,Soil,Hard,11.5,22.3,Sunny,20.6,6,Intermediate,23,8.5,Fair,0.2,No,59.6,108.5
T4151,2025-04-15 18:37:00,MCH106,OP2003,Compaction,341.4,Debris,Hard,1.3,24.1,Sunny,32.5,6,Expert,188,9.3,Fair,7.0,No,169.0,213.9
T4152,2025-04-15 19:14:00,MCH104,OP2002,Earth_Excavation,282.3,Rock,Normal,4.0,13.9,Sunny,30.0,5,Expert,182,1.6,Good,5.5,No,339.8,391.6
T4153,2025-04-15 19:22:00,MCH109,OP2002,Demolition,354.1,Concrete,Normal,1.6,23.0,Cloudy,28.9,4,Expert,182,5.7,Fair,1.9,No,541.7,716.3
T4154,2025-04-15 21:36:00,MCH107,OP2018,Compaction,199.0,Concrete,Hard,4.7,5.8,Sunny,31.1,5,Beginner,14,9.5,Good,11.0,No,98.2,195.3
T4155,2025-04-15 22:26:00,MCH109,OP2003,Earth_Excavation,287.5,Clay,Normal,5.0,28.5,Sunny,31.0,4,Expert,188,5.7,Fair,18.3,No,339.8,393.5
T4156,2025-04-15 22:49:00,MCH107,OP2004,Grading,309.0,Debris,Rocky,3.2,18.2,Sunny,20.4,5,Expert,203,9.5,Good,4.5,No,247.2,322.9
T4157,2025-04-16 01:01:00,MCH109,OP2005,Paving,154.5,Clay,Soft,7.9,7.7,Windy,36.9,5,Beginner,5,5.7,Fair,0.9,No,109.1,165.0
T4158,2025-04-16 01:14:00,MCH100,OP2001,Demolition,312.8,Soil,Hard,2.0,23.3,Foggy,22.7,4,Intermediate,44,9.4,Good,9.9,No,465.4,636.9
T4159,2025-04-16 01:20:00,MCH107,OP2000,Demolition,139.5,Clay,Hard,5.3,18.4,Sunny,31.3,7,Expert,85,9.5,Good,15.3,No,220.4,272.0
T4160,2025-04-16 02:33:00,MCH106,OP2005,Demolition,24.5,Soil,Soft,9.6,32.6,Sunny,30.8,1,Beginner,5,9.3,Fair,10.3,No,34.7,105.9
T4161,2025-04-16 02:53:00,MCH109,OP2010,Earth_Excavation,216.4,Debris,Normal,6.2,29.3,Cloudy,30.2,1,Expert,148,5.7,Fair,0.9,No,249.1,338.2
T4162,2025-04-16 03:00:00,MCH100,OP2000,Trenching,329.3,Rock,Hard,2.0,29.6,Sunny,13.8,2,Expert,85,9.4,Good,6.7,No,329.2,509.3
T4163,2025-04-16 03:53:00,MCH100,OP2004,Compaction,121.3,Concrete,Soft,1.0,2.4,Sunny,34.8,6,Expert,203,9.4,Good,12.7,No,57.9,78.4
T4164,2025-04-16 05:19:00,MCH109,OP2010,Trenching,58.1,Debris,Soft,11.1,12.3,Rainy,27.9,4,Expert,148,5.7,Fair,0.8,No,70.8,110.7
T4165,2025-04-16 05:27:00,MCH103,OP2006,Grading,345.1,Debris,Rocky,11.8,23.1,Cloudy,35.6,3,Intermediate,23,8.5,Fair,19.1,No,281.2,610.9
T4166,2025-04-16 05:44:00,MCH107,OP2013,Trenching,242.1,Rock,Normal,3.5,27.8,Sunny,29.0,1,Intermediate,36,9.5,Good,19.4,No,253.7,422.3
