Timestamp,Machine_ID,Operator_ID,Operator_Experience_Months,Shift_Type,Engine_Hours,Fuel_Used_L,Load_Cycles,Load_Weight_tons,Max_Load_Capacity_tons,Load_Utilization_pct,Idling_Time_min,Operator_Shift_Hours,Continuous_Driving_min,Machine_Speed_kmph,Harsh_Braking_Events,Harsh_Acceleration_Events,Ground_Slope_deg,Machine_Tilt_deg,Weather_Condition,Visibility_m,Seatbelt_Status,Proximity_Hazard,Min_Obstacle_Distance_m,Safety_Alert_Triggered
2025-03-19 00:49:00,EXC107,OP1004,176,Night,2064.2,12.67,21,2.19,40,5.5,85.9,5.42,121.1,37.0,1,3,1.2,0.3,Clear,177.1,Fastened,No,12.46,No
2025-03-19 01:00:00,EXC103,OP1002,126,Evening,1455.8,8.75,13,30.08,30,100.3,38.6,0.65,18.1,32.3,1,2,6.8,9.7,Clear,89.6,Fastened,No,6.73,No
2025-03-19 01:04:00,EXC101,OP1001,23,Morning,2385.3,14.26,15,30.83,50,61.7,22.7,2.47,3.7,34.1,3,1,6.0,5.7,Clear,110.4,Fastened,No,14.86,No
2025-03-19 01:22:00,EXC101,OP1004,176,Morning,2385.9,7.92,9,15.55,50,31.1,72.8,6.64,130.4,28.4,6,2,5.1,4.2,Clear,165.6,Fastened,Yes,1.53,Yes
2025-03-19 01:27:00,EXC101,OP1010,201,Night,2386.2,10.62,4,27.43,50,54.9,6.5,4.38,109.6,12.6,2,2,3.5,5.0,Cloudy,107.4,Unfastened,No,24.2,No
2025-03-19 01:41:00,EXC105,OP1002,126,Night,1293.4,4.41,3,24.65,50,49.3,14.0,2.42,92.1,24.5,2,2,2.4,0.0,Clear,152.9,Fastened,No,29.35,No
2025-03-19 01:57:00,EXC105,OP1003,234,Evening,1294.4,4.56,27,15.9,50,31.8,61.4,7.33,93.9,39.3,2,4,10.5,7.4,Clear,139.2,Fastened,No,16.62,Yes
2025-03-19 02:39:00,EXC104,OP1009,31,Evening,1997.4,12.53,21,19.24,30,64.1,29.6,4.81,3.2,8.9,1,0,7.7,3.7,Clear,203.8,Fastened,No,30.51,No
2025-03-19 02:41:00,EXC106,OP1001,23,Evening,2441.7,10.02,1,14.45,20,72.3,31.3,11.09,99.2,23.2,4,1,6.0,5.4,Clear,102.5,Fastened,No,9.81,Yes
2025-03-19 03:02:00,EXC102,OP1008,123,Night,1804.9,6.96,2,28.03,40,70.1,87.4,4.44,16.5,23.1,0,1,8.6,5.2,Clear,133.0,Fastened,No,46.69,No
2025-03-19 03:26:00,EXC107,OP1005,182,Evening,2064.8,12.46,29,10.75,40,26.9,55.1,0.46,30.6,9.3,0,1,7.9,2.2,Rain,51.8,Fastened,No,23.94,No
2025-03-19 03:31:00,EXC105,OP1003,234,Night,1294.9,8.13,1,46.68,50,93.4,73.1,11.01,27.3,24.0,3,2,3.7,1.1,Cloudy,137.7,Fastened,No,9.72,No
2025-03-19 04:02:00,EXC104,OP1003,234,Morning,1997.5,7.51,20,7.21,30,24.0,40.5,6.14,48.7,25.7,4,2,3.6,2.1,Cloudy,65.8,Fastened,No,27.33,No
2025-03-19 04:14:00,EXC106,OP1006,172,Night,2443.1,1.52,13,10.03,20,50.2,50.3,7.84,177.3,5.5,2,2,5.8,0.0,Clear,143.0,Fastened,No,12.29,No
2025-03-19 05:23:00,EXC100,OP1009,31,Evening,2106.2,3.44,25,8.56,20,42.8,85.6,3.83,135.8,22.9,1,1,1.5,0.4,Cloudy,110.1,Fastened,No,28.46,No
2025-03-19 05:36:00,EXC104,OP1012,120,Evening,1998.8,11.29,13,31.1,30,103.7,88.9,8.41,103.3,28.5,1,3,16.2,9.1,Rain,33.5,Fastened,No,34.66,Yes
2025-03-19 05:37:00,EXC103,OP1011,108,Evening,1457.0,6.34,12,22.92,30,76.4,80.2,7.57,9.6,3.1,1,3,12.1,12.3,Clear,171.0,Unfastened,Yes,1.6,Yes
2025-03-19 05:42:00,EXC103,OP1000,49,Evening,1457.5,8.61,9,18.97,30,63.2,77.6,8.33,41.7,18.3,1,4,6.9,4.7,Clear,175.5,Fastened,Yes,2.26,No
2025-03-19 05:56:00,EXC106,OP1000,49,Evening,2443.4,4.8,5,13.96,20,69.8,43.1,11.77,129.8,3.8,1,1,4.7,1.9,Clear,235.8,Unfastened,Yes,0.45,Yes
2025-03-19 06:09:00,EXC106,OP1008,123,Evening,2444.7,5.81,8,8.83,20,44.1,78.6,9.72,150.9,12.6,3,2,2.9,0.0,Cloudy,177.6,Fastened,No,29.22,No
2025-03-19 06:17:00,EXC107,OP1000,49,Evening,2065.3,14.05,28,34.44,40,86.1,45.6,7.37,172.5,3.8,3,2,1.0,3.2,Clear,189.2,Unfastened,No,16.86,Yes
2025-03-19 06:24:00,EXC104,OP1008,123,Morning,1999.4,8.97,25,9.77,30,32.6,5.9,4.89,107.6,1.0,1,0,3.6,3.9,Clear,229.6,Fastened,No,9.86,No
2025-03-19 06:27:00,EXC103,OP1008,123,Evening,1458.7,9.09,0,7.38,30,24.6,9.5,4.71,47.2,36.5,1,2,3.6,0.3,Heavy_Rain,41.0,Fastened,No,29.25,No
2025-03-19 06:47:00,EXC106,OP1001,23,Evening,2445.3,14.74,3,22.16,20,110.8,37.5,8.6,8.3,19.0,0,2,1.4,0.0,Clear,416.9,Fastened,No,27.56,No
2025-03-19 06:52:00,EXC100,OP1007,188,Night,2106.7,6.25,20,13.39,20,67.0,79.8,6.39,176.9,18.3,1,2,7.6,6.4,Fog,19.9,Fastened,No,45.68,No
2025-03-19 06:58:00,EXC104,OP1012,120,Evening,2000.3,10.05,22,21.63,30,72.1,34.3,8.13,30.0,20.1,1,1,5.0,2.9,Clear,248.3,Fastened,Yes,0.98,Yes
2025-03-19 07:06:00,EXC101,OP1011,108,Night,2386.8,6.47,16,45.07,50,90.1,14.7,2.24,97.7,23.9,1,3,2.4,3.3,Cloudy,227.6,Unfastened,Yes,3.05,Yes
2025-03-19 07:59:00,EXC105,OP1009,31,Evening,1296.0,9.09,18,47.12,50,94.2,31.8,9.71,143.5,18.3,5,4,11.5,17.4,Clear,279.7,Fastened,No,17.75,Yes
2025-03-19 08:02:00,EXC101,OP1014,44,Night,2387.1,3.4,22,28.64,50,57.3,5.0,2.22,92.7,29.7,1,4,4.9,3.6,Clear,251.9,Fastened,Yes,2.44,No
2025-03-19 08:47:00,EXC106,OP1000,49,Morning,2446.7,9.16,21,23.0,20,115.0,10.0,1.64,81.0,32.7,1,4,4.6,3.9,Clear,387.4,Fastened,No,43.59,No
2025-03-19 09:03:00,EXC105,OP1000,49,Morning,1297.4,9.85,28,30.02,50,60.0,68.0,6.83,140.2,6.5,1,1,4.6,7.6,Clear,237.2,Unfastened,No,31.5,No
2025-03-19 09:24:00,EXC103,OP1006,172,Night,1459.7,7.42,14,17.18,30,57.3,33.5,1.63,50.3,19.8,0,0,8.1,12.2,Clear,304.0,Fastened,No,13.15,No
2025-03-19 09:42:00,EXC102,OP1014,44,Evening,1806.0,14.93,20,36.8,40,92.0,1.9,9.93,16.8,0.4,1,2,1.9,0.5,Cloudy,160.9,Fastened,No,36.95,No
2025-03-19 09:59:00,EXC104,OP1010,201,Morning,2000.9,11.51,9,19.6,30,65.3,85.0,5.32,56.1,25.6,1,1,7.1,5.8,Clear,343.1,Fastened,No,37.87,No
2025-03-19 10:29:00,EXC103,OP1011,108,Evening,1461.0,1.29,4,21.63,30,72.1,9.9,4.04,139.2,0.1,3,3,1.4,1.2,Fog,16.1,Fastened,No,47.28,No
2025-03-19 10:34:00,EXC101,OP1001,23,Morning,2388.6,14.59,4,10.71,50,21.4,20.2,0.76,31.6,9.6,3,2,3.9,3.8,Clear,341.8,Fastened,Yes,4.89,No
2025-03-19 11:46:00,EXC100,OP1000,49,Evening,2107.1,12.35,22,6.51,20,32.6,61.8,1.69,155.0,3.7,2,1,2.2,2.2,Clear,363.6,Fastened,No,5.89,No
2025-03-19 12:14:00,EXC106,OP1002,126,Morning,2446.8,6.72,14,7.97,20,39.9,39.1,10.94,32.3,25.8,2,2,7.0,0.6,Cloudy,227.2,Fastened,No,13.51,No
2025-03-19 13:02:00,EXC103,OP1009,31,Evening,1462.1,6.4,6,7.81,30,26.0,33.9,8.52,88.6,37.7,1,2,7.2,5.7,Clear,324.1,Fastened,No,12.16,No
2025-03-19 13:04:00,EXC100,OP1014,44,Evening,2107.5,5.64,22,13.91,20,69.5,52.1,1.53,34.0,26.9,1,3,7.1,6.5,Clear,238.7,Fastened,No,27.96,No
2025-03-19 13:20:00,EXC102,OP1004,176,Evening,1807.3,12.35,12,19.23,40,48.1,51.5,11.23,31.5,6.5,3,0,9.1,9.0,Heavy_Rain,39.7,Fastened,Yes,6.37,Yes
2025-03-19 13:25:00,EXC102,OP1013,89,Morning,1808.3,5.25,0,46.0,40,115.0,50.5,4.64,154.8,15.9,4,3,18.4,9.2,Clear,276.0,Fastened,No,31.98,Yes
2025-03-19 14:01:00,EXC100,OP1004,176,Evening,2108.3,6.97,29,10.43,20,52.2,60.7,2.35,50.4,30.2,1,3,2.1,0.0,Clear,333.6,Fastened,No,5.15,No
2025-03-19 14:14:00,EXC104,OP1005,182,Morning,2002.3,2.03,17,17.33,30,57.8,25.0,1.97,19.1,16.1,1,1,3.0,0.0,Clear,244.7,Fastened,No,22.67,No
2025-03-19 14:34:00,EXC107,OP1007,188,Night,2066.7,14.01,7,30.95,40,77.4,22.4,9.55,11.9,39.0,3,0,7.2,3.4,Cloudy,165.9,Fastened,No,7.29,No
2025-03-19 14:50:00,EXC107,OP1001,23,Evening,2067.2,10.92,6,28.34,40,70.8,45.2,11.47,169.5,15.9,4,2,4.1,3.9,Cloudy,203.3,Fastened,No,41.62,No
2025-03-19 15:13:00,EXC104,OP1012,120,Evening,2002.4,12.17,3,13.92,30,46.4,8.0,11.71,67.9,20.0,1,3,9.3,7.8,Clear,302.2,Fastened,No,14.58,No
2025-03-19 15:17:00,EXC103,OP1013,89,Evening,1463.3,1.3,21,27.07,30,90.2,52.9,8.52,134.3,34.7,5,2,2.6,3.3,Clear,349.4,Unfastened,No,25.39,Yes
2025-03-19 15:19:00,EXC105,OP1004,176,Morning,1298.0,7.56,4,31.34,50,62.7,18.5,2.35,89.6,34.0,7,1,8.0,2.7,Cloudy,185.0,Unfastened,No,35.95,No
2025-03-19 15:28:00,EXC102,OP1008,123,Morning,1809.1,4.33,17,34.3,40,85.8,9.7,5.75,140.2,16.5,6,3,2.2,1.0,Cloudy,183.6,Unfastened,No,48.91,Yes
2025-03-19 15:43:00,EXC101,OP1012,120,Evening,2388.7,9.58,29,21.32,50,42.6,8.9,8.55,21.3,16.5,1,3,2.8,3.1,Clear,293.9,Fastened,No,48.42,No
2025-03-19 15:53:00,EXC106,OP1014,44,Evening,2448.2,7.91,9,7.69,20,38.5,46.2,4.58,157.7,22.6,2,2,8.2,8.0,Clear,218.7,Unfastened,No,35.73,Yes
2025-03-19 16:09:00,EXC107,OP1006,172,Night,2067.5,1.18,3,20.68,40,51.7,24.6,10.62,135.9,38.8,2,3,5.0,2.0,Clear,347.8,Unfastened,Yes,6.96,Yes
2025-03-19 16:43:00,EXC105,OP1012,120,Night,1298.2,5.7,18,25.88,50,51.8,26.7,4.64,172.8,36.1,3,3,5.1,6.9,Clear,403.4,Fastened,No,35.21,No
2025-03-19 16:48:00,EXC107,OP1005,182,Evening,2068.9,1.19,29,32.25,40,80.6,11.6,11.87,102.2,13.8,4,3,1.3,3.5,Fog,25.3,Unfastened,Yes,5.0,Yes
2025-03-19 16:51:00,EXC107,OP1003,234,Evening,2069.7,3.5,14,20.36,40,50.9,83.9,5.0,60.9,7.8,2,2,1.6,0.0,Clear,233.4,Fastened,No,33.89,No
2025-03-19 17:34:00,EXC102,OP1000,49,Evening,1810.2,8.11,20,35.24,40,88.1,48.5,11.91,23.9,5.6,3,5,7.9,6.1,Clear,463.1,Fastened,No,8.16,No
2025-03-19 17:35:00,EXC100,OP1005,182,Evening,2109.5,14.73,17,19.59,20,98.0,3.9,2.85,14.2,31.5,1,1,6.6,3.6,Clear,223.1,Unfastened,No,48.72,No
2025-03-19 18:00:00,EXC102,OP1000,49,Evening,1810.6,7.27,16,25.45,40,63.6,7.0,3.65,126.1,22.6,2,5,5.8,2.1,Clear,408.8,Fastened,No,29.59,No
2025-03-19 18:05:00,EXC103,OP1006,172,Evening,1463.6,11.54,4,18.33,30,61.1,82.4,2.48,156.7,15.3,2,1,1.3,0.9,Clear,458.1,Fastened,No,25.16,No
2025-03-19 18:23:00,EXC104,OP1013,89,Morning,2003.1,11.12,29,12.87,30,42.9,10.4,2.66,36.4,18.2,3,2,10.3,8.2,Clear,209.0,Fastened,No,41.76,No
2025-03-19 18:24:00,EXC102,OP1006,172,Morning,1811.8,5.57,26,45.64,40,114.1,17.8,5.78,129.8,27.7,4,2,4.1,3.1,Clear,210.0,Fastened,No,19.55,No
2025-03-19 18:35:00,EXC106,OP1000,49,Morning,2448.6,2.6,28,20.85,20,104.2,49.3,4.88,162.7,27.7,10,1,13.3,7.5,Clear,259.2,Fastened,No,27.0,Yes
2025-03-19 18:37:00,EXC107,OP1013,89,Evening,2070.0,9.93,2,15.08,40,37.7,89.1,8.88,66.3,30.5,2,3,7.2,7.4,Clear,289.0,Unfastened,No,41.5,Yes
2025-03-19 18:38:00,EXC101,OP1006,172,Night,2389.9,9.33,24,20.49,50,41.0,47.8,1.12,162.0,15.1,1,5,6.9,0.0,Clear,249.1,Fastened,Yes,2.47,Yes
2025-03-19 19:01:00,EXC104,OP1002,126,Evening,2003.5,13.88,15,19.96,30,66.5,61.8,5.93,178.3,7.8,0,5,3.5,1.1,Clear,163.8,Fastened,No,40.73,No
2025-03-19 19:38:00,EXC102,OP1007,188,Morning,1812.1,14.62,14,15.89,40,39.7,29.6,1.33,8.0,5.5,0,0,6.9,4.3,Clear,301.3,Fastened,No,10.44,No
2025-03-19 19:41:00,EXC100,OP1010,201,Night,2110.2,11.77,8,13.71,20,68.5,10.7,3.01,1.0,37.1,0,2,10.6,5.5,Fog,28.5,Fastened,No,36.31,No
2025-03-19 20:02:00,EXC101,OP1003,234,Morning,2390.4,6.71,25,32.55,50,65.1,44.2,0.05,19.5,0.5,0,0,3.4,5.0,Clear,361.7,Fastened,No,34.26,No
2025-03-19 20:14:00,EXC107,OP1005,182,Night,2070.7,1.67,12,22.46,40,56.2,40.4,11.96,90.5,26.5,3,2,9.6,6.9,Clear,289.6,Fastened,Yes,2.65,Yes
2025-03-19 20:28:00,EXC104,OP1004,176,Evening,2004.1,9.42,20,7.71,30,25.7,51.1,11.8,119.7,36.0,7,4,5.2,3.8,Fog,32.0,Fastened,No,12.51,Yes
2025-03-19 20:44:00,EXC106,OP1001,23,Morning,2449.7,10.25,0,12.38,20,61.9,38.6,6.98,54.2,26.9,4,2,19.0,15.6,Rain,114.5,Fastened,No,22.65,Yes
2025-03-19 22:26:00,EXC104,OP1002,126,Morning,2005.1,5.03,19,14.38,30,47.9,25.6,3.69,48.9,38.0,1,6,1.2,2.9,Clear,114.9,Fastened,No,6.93,No
2025-03-19 22:33:00,EXC101,OP1008,123,Morning,2390.7,2.09,13,35.33,50,70.7,51.3,11.91,121.1,29.2,6,2,2.9,1.1,Clear,141.9,Fastened,No,23.46,Yes
2025-03-19 23:05:00,EXC100,OP1004,176,Evening,2110.4,3.1,20,11.86,20,59.3,76.2,2.02,20.4,23.9,0,3,6.8,3.5,Clear,191.5,Fastened,No,13.3,No
2025-03-19 23:10:00,EXC102,OP1003,234,Morning,1813.5,2.42,14,14.48,40,36.2,20.2,1.49,7.8,31.8,3,0,13.5,15.2,Cloudy,108.3,Fastened,No,46.6,No
2025-03-19 23:22:00,EXC107,OP1012,120,Morning,2071.1,4.23,26,26.55,40,66.4,62.9,4.26,21.0,30.2,0,2,7.6,3.1,Clear,123.4,Fastened,No,32.71,No
2025-03-19 23:40:00,EXC101,OP1000,49,Evening,2392.2,1.72,29,13.35,50,26.7,11.8,8.59,132.5,0.8,0,2,1.2,3.9,Cloudy,96.1,Fastened,No,14.01,No
2025-03-20 00:10:00,EXC101,OP1002,126,Morning,2393.1,14.9,18,29.18,50,58.4,37.9,10.93,139.6,16.5,1,4,0.5,2.5,Clear,172.8,Unfastened,No,22.5,No
2025-03-20 00:22:00,EXC100,OP1012,120,Evening,2111.9,6.45,16,13.09,20,65.5,86.8,6.08,164.1,14.9,4,1,1.7,8.3,Heavy_Rain,24.0,Unfastened,No,30.25,Yes
2025-03-20 00:34:00,EXC101,OP1009,31,Morning,2394.4,8.11,7,10.13,50,20.3,42.3,1.51,139.6,8.9,2,0,14.7,13.9,Fog,20.3,Fastened,No,18.58,Yes
2025-03-20 01:12:00,EXC100,OP1006,172,Morning,2112.7,7.11,4,10.6,20,53.0,21.9,10.41,112.8,5.6,7,1,12.4,9.8,Clear,167.9,Fastened,Yes,3.16,Yes
2025-03-20 01:13:00,EXC103,OP1013,89,Evening,1464.7,7.01,14,11.77,30,39.2,76.9,9.1,102.6,18.6,2,0,7.6,9.2,Cloudy,108.7,Fastened,Yes,2.19,Yes
2025-03-20 01:34:00,EXC103,OP1011,108,Evening,1465.2,7.25,4,21.03,30,70.1,83.9,6.77,21.5,39.6,3,2,9.7,9.8,Clear,172.6,Unfastened,No,39.12,No
2025-03-20 01:44:00,EXC105,OP1002,126,Evening,1299.2,1.61,17,40.72,50,81.4,20.6,2.1,134.6,12.4,2,2,1.2,0.0,Clear,172.6,Fastened,No,19.2,No
2025-03-20 01:47:00,EXC103,OP1007,188,Night,1465.7,11.92,1,23.67,30,78.9,53.5,10.91,121.0,14.9,1,3,7.9,3.7,Clear,159.2,Unfastened,Yes,4.37,Yes
2025-03-20 01:55:00,EXC101,OP1004,176,Morning,2395.6,14.87,4,37.31,50,74.6,47.8,11.08,134.4,31.1,3,1,4.6,7.8,Rain,59.6,Fastened,No,21.56,No
2025-03-20 02:10:00,EXC101,OP1002,126,Evening,2396.5,14.58,10,51.83,50,103.7,71.7,4.12,70.1,27.1,2,3,9.7,9.1,Clear,150.6,Fastened,Yes,0.46,Yes
2025-03-20 02:26:00,EXC106,OP1009,31,Evening,2450.1,13.29,15,8.01,20,40.1,59.7,8.24,2.0,31.9,1,2,6.3,4.2,Heavy_Rain,19.9,Fastened,No,12.61,No
2025-03-20 02:48:00,EXC104,OP1003,234,Night,2006.3,4.58,12,11.94,30,39.8,72.5,4.01,179.6,34.3,2,3,5.8,3.6,Cloudy,91.8,Unfastened,No,35.46,Yes
2025-03-20 02:52:00,EXC106,OP1014,44,Morning,2450.7,9.79,0,14.48,20,72.4,51.4,4.22,152.2,9.3,3,1,16.7,13.2,Clear,140.9,Fastened,No,44.77,Yes
2025-03-20 02:54:00,EXC100,OP1005,182,Night,2113.2,2.25,27,8.0,20,40.0,87.7,3.43,154.7,23.2,3,1,0.2,0.0,Clear,94.5,Unfastened,No,35.77,No
2025-03-20 03:02:00,EXC100,OP1000,49,Night,2114.6,1.2,17,13.04,20,65.2,64.9,12.0,148.5,31.5,1,6,3.6,0.0,Clear,134.7,Fastened,No,25.27,No
2025-03-20 03:08:00,EXC102,OP1003,234,Morning,1814.8,6.63,16,20.81,40,52.0,14.4,9.04,0.5,40.0,1,3,0.8,0.3,Heavy_Rain,11.5,Fastened,No,14.42,No
2025-03-20 03:31:00,EXC106,OP1007,188,Night,2451.0,9.99,12,8.88,20,44.4,39.4,8.76,0.2,15.7,1,0,3.3,2.8,Rain,47.4,Fastened,No,23.62,No
2025-03-20 03:56:00,EXC104,OP1007,188,Morning,2006.5,3.26,22,23.7,30,79.0,10.4,9.67,152.5,34.5,1,2,7.4,0.0,Rain,37.2,Fastened,No,30.65,No
2025-03-20 03:56:00,EXC100,OP1008,123,Evening,2115.4,8.14,16,11.87,20,59.4,30.5,5.99,80.8,15.7,0,1,6.0,3.2,Clear,208.1,Unfastened,No,7.29,No
2025-03-20 04:09:00,EXC103,OP1007,188,Evening,1466.0,7.8,25,10.61,30,35.4,39.4,4.27,172.5,17.2,3,3,3.9,4.4,Cloudy,134.5,Fastened,No,35.2,No
2025-03-20 04:14:00,EXC102,OP1010,201,Night,1815.1,10.71,21,35.49,40,88.7,70.8,0.11,52.7,5.7,3,1,1.6,1.9,Cloudy,106.1,Unfastened,No,47.53,No
2025-03-20 04:14:00,EXC101,OP1009,31,Evening,2397.4,5.57,2,22.07,50,44.1,51.1,4.56,107.0,14.4,0,2,11.1,9.5,Clear,155.3,Fastened,No,17.11,Yes
2025-03-20 04:23:00,EXC103,OP1005,182,Evening,1466.9,10.36,19,23.07,30,76.9,51.0,2.5,58.5,0.0,0,2,1.5,2.2,Clear,207.8,Fastened,No,17.72,No
2025-03-20 04:38:00,EXC100,OP1000,49,Morning,2116.6,2.7,12,10.14,20,50.7,72.2,4.33,1.5,34.1,2,1,6.0,5.2,Rain,37.3,Unfastened,No,36.1,No
2025-03-20 05:12:00,EXC102,OP1006,172,Evening,1815.6,9.75,25,15.69,40,39.2,34.3,8.59,93.8,29.5,3,2,7.0,4.2,Rain,40.4,Unfastened,No,8.5,Yes
2025-03-20 05:18:00,EXC104,OP1003,234,Morning,2006.7,7.97,0,22.11,30,73.7,39.2,5.04,50.1,35.3,0,1,2.6,0.0,Clear,164.5,Fastened,No,28.3,No
2025-03-20 05:29:00,EXC106,OP1011,108,Night,2452.1,8.47,11,1.08,20,5.4,27.7,2.67,98.6,9.1,1,0,0.7,5.0,Rain,48.6,Unfastened,No,43.18,No
2025-03-20 05:29:00,EXC102,OP1014,44,Evening,1815.9,14.63,25,35.26,40,88.1,35.4,4.4,119.3,39.6,2,3,15.8,5.2,Heavy_Rain,16.7,Unfastened,No,42.31,Yes
2025-03-20 05:31:00,EXC107,OP1000,49,Morning,2072.1,13.59,19,20.07,40,50.2,20.2,1.05,86.4,19.1,2,0,7.6,7.4,Clear,99.2,Fastened,No,37.47,No
2025-03-20 05:39:00,EXC104,OP1011,108,Morning,2008.1,2.27,1,2.78,30,9.3,44.1,7.89,153.7,26.7,3,6,0.7,5.7,Clear,205.8,Fastened,No,48.55,No
2025-03-20 06:02:00,EXC102,OP1011,108,Morning,1816.2,7.21,12,32.18,40,80.4,14.2,8.26,98.9,34.8,2,4,3.2,0.0,Cloudy,224.6,Fastened,No,27.9,No
2025-03-20 06:09:00,EXC105,OP1006,172,Night,1299.5,6.86,9,16.16,50,32.3,79.4,10.74,38.4,6.1,2,0,6.9,5.5,Clear,345.4,Fastened,No,5.37,No
2025-03-20 06:19:00,EXC102,OP1003,234,Evening,1817.0,1.59,6,12.81,40,32.0,1.1,10.46,169.3,36.8,7,4,3.4,0.0,Clear,318.3,Fastened,No,34.93,No
2025-03-20 06:20:00,EXC106,OP1006,172,Night,2452.5,8.81,17,2.27,20,11.3,62.6,7.05,57.5,27.4,3,1,6.9,2.4,Rain,91.7,Fastened,Yes,4.48,Yes
2025-03-20 06:25:00,EXC102,OP1012,120,Night,1817.3,14.16,12,4.43,40,11.1,33.1,5.06,31.4,27.2,0,1,7.8,9.9,Cloudy,181.5,Unfastened,No,27.23,No
2025-03-20 06:36:00,EXC104,OP1000,49,Morning,2008.3,11.71,15,23.38,30,77.9,84.9,6.23,51.1,16.5,2,0,6.1,1.9,Cloudy,276.9,Unfastened,No,18.79,No
2025-03-20 06:41:00,EXC100,OP1011,108,Evening,2118.1,8.73,25,11.32,20,56.6,50.7,6.48,55.5,37.5,3,2,0.9,0.0,Clear,168.2,Unfastened,No,41.99,No
2025-03-20 07:05:00,EXC103,OP1007,188,Evening,1468.1,3.64,10,12.56,30,41.9,72.2,11.21,31.6,27.4,3,2,14.6,13.1,Heavy_Rain,45.7,Unfastened,No,9.32,Yes
2025-03-20 07:17:00,EXC104,OP1009,31,Evening,2009.3,5.69,25,12.38,30,41.3,79.8,6.67,178.2,10.6,0,2,3.2,0.0,Clear,257.0,Unfastened,Yes,2.31,Yes
2025-03-20 07:25:00,EXC102,OP1012,120,Morning,1818.2,2.08,22,18.83,40,47.1,61.1,7.69,145.8,32.9,3,2,19.3,10.3,Cloudy,173.6,Fastened,No,15.59,Yes
2025-03-20 07:34:00,EXC102,OP1001,23,Morning,1819.6,5.78,2,42.41,40,106.0,31.0,11.4,168.2,39.0,4,2,6.2,0.6,Clear,326.1,Fastened,No,23.02,Yes
2025-03-20 07:34:00,EXC107,OP1013,89,Night,2073.2,5.91,27,20.96,40,52.4,47.8,6.54,85.9,31.2,3,0,2.9,3.6,Clear,265.1,Unfastened,No,22.29,Yes
2025-03-20 07:37:00,EXC107,OP1003,234,Morning,2074.0,10.73,6,17.55,40,43.9,73.8,11.77,22.7,5.9,3,3,8.2,1.0,Clear,348.9,Fastened,No,32.99,No
2025-03-20 07:58:00,EXC104,OP1012,120,Evening,2010.8,1.27,2,20.28,30,67.6,43.1,6.28,114.0,28.4,2,0,3.4,1.7,Clear,300.8,Unfastened,No,23.42,No
2025-03-20 08:08:00,EXC106,OP1010,201,Evening,2453.9,8.54,12,14.17,20,70.8,86.8,7.59,15.6,20.2,1,0,13.1,7.2,Clear,239.3,Fastened,No,25.52,No
2025-03-20 08:26:00,EXC101,OP1003,234,Morning,2398.5,8.12,29,35.45,50,70.9,27.8,2.64,157.9,6.4,2,1,13.7,11.3,Clear,414.8,Unfastened,Yes,0.61,Yes
2025-03-20 08:54:00,EXC104,OP1009,31,Evening,2011.8,4.95,18,6.37,30,21.2,12.1,11.52,152.4,35.4,5,5,4.3,0.0,Clear,380.6,Fastened,No,21.56,Yes
2025-03-20 09:31:00,EXC104,OP1012,120,Evening,2012.1,13.37,9,34.5,30,115.0,59.4,11.7,87.7,35.2,1,2,24.4,13.5,Clear,377.0,Fastened,No,34.83,No
2025-03-20 10:02:00,EXC103,OP1014,44,Morning,1468.9,10.86,26,17.89,30,59.6,10.0,2.24,158.7,1.5,2,1,4.4,0.0,Rain,70.3,Fastened,No,16.14,No
2025-03-20 10:10:00,EXC105,OP1004,176,Evening,1301.0,2.4,4,27.76,50,55.5,26.4,4.97,105.4,15.9,1,5,5.6,5.6,Cloudy,163.2,Fastened,No,49.26,No
2025-03-20 10:33:00,EXC100,OP1008,123,Evening,2119.2,14.77,22,11.97,20,59.9,40.3,8.7,163.4,6.7,3,0,1.1,0.0,Cloudy,240.2,Fastened,No,31.27,No
2025-03-20 11:27:00,EXC106,OP1009,31,Morning,2454.3,9.99,21,14.77,20,73.8,77.1,10.66,124.5,36.4,4,3,10.5,9.5,Clear,341.3,Fastened,No,25.92,Yes
2025-03-20 12:06:00,EXC107,OP1004,176,Night,2074.6,10.94,15,30.04,40,75.1,82.2,0.26,169.7,12.0,3,5,3.1,3.8,Clear,352.6,Fastened,No,35.19,No
2025-03-20 12:35:00,EXC100,OP1003,234,Night,2120.2,14.97,25,6.46,20,32.3,3.7,4.88,48.6,3.1,4,2,9.2,7.5,Cloudy,164.6,Fastened,No,12.08,No
2025-03-20 12:46:00,EXC103,OP1005,182,Evening,1469.8,12.07,16,11.4,30,38.0,41.6,9.73,165.1,16.9,6,2,5.4,2.5,Clear,156.4,Fastened,No,16.0,No
2025-03-20 12:53:00,EXC103,OP1001,23,Morning,1470.6,10.24,23,14.4,30,48.0,4.5,4.19,135.2,8.4,6,1,9.6,9.7,Cloudy,243.1,Unfastened,No,24.75,Yes
2025-03-20 13:04:00,EXC102,OP1002,126,Evening,1819.9,8.68,17,28.15,40,70.4,18.7,6.52,140.4,10.5,5,2,5.9,2.5,Cloudy,186.7,Fastened,No,20.68,No
2025-03-20 13:19:00,EXC104,OP1001,23,Morning,2013.2,14.37,7,9.08,30,30.3,60.5,10.12,104.4,34.1,2,4,2.4,0.0,Clear,264.3,Unfastened,No,6.2,Yes
